2403513;CARREÑO;5,567;-73,367;2403513_ppt.txt;PPT;TSM34.txt;SST;default;default;10;30;60;30;60;10;10;30;60;1
2113004;SAN LUIS;3,067;-75,500;2113004_ppt.txt;PPT;TSM34.txt;SST;default;default;20;20;60;70;10;20;40;40;20;3
